Gene,Locus Tag,Protein
ychJ,STM14_2121,hypothetical protein
purU,STM14_2122,formyltetrahydrofolate deformylase
,STM14_2123,hypothetical protein
,STM14_2127,TPR repeat-containing protein
,STM14_2128,conserved hypothetical protein
narI,STM14_2129,nitrate reductase 1 gamma subunit
narJ,STM14_2130,nitrate reductase 1 delta subunit
narH,STM14_2131,nitrate reductase 1 beta subunit
narG,STM14_2132,nitrate reductase 1 alpha subunit
,STM14_2133,hypothetical protein
narK,STM14_2134,nitrite extrusion protein
,STM14_2135,hypothetical protein
narX,STM14_2136,nitrate/nitrite sensor protein NarX
narL,STM14_2137,transcriptional regulator NarL
ychP,STM14_2138,hypothetical protein
ychN,STM14_2139,putative sulfur reduction protein
chaB,STM14_2140,cation transport regulator
chaA,STM14_2141,calcium/sodium:proton antiporter
kdsA,STM14_2142,2-dehydro-3-deoxyphosphooctonate aldolase
ychA,STM14_2143,putative transcriptional regulator
sirC,STM14_2144,putative transcriptional regulator
hemK,STM14_2145,N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase
prfA,STM14_2146,peptide chain release factor 1
hemA,STM14_2147,glutamyl-tRNA reductase
,STM14_2148,hypothetical protein
lolB,STM14_2149,outer membrane lipoprotein LolB
ipk,STM14_2150,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
,STM14_2151,hypothetical protein
,STM14_2152,hypothetical protein
prsA,STM14_2153,ribose-phosphate pyrophosphokinase
ychM,STM14_2154,putative sulfate transporter YchM
ychH,STM14_2155,hypothetical protein
pth,STM14_2156,peptidyl-tRNA hydrolase
ychF,STM14_2157,translation-associated GTPase
,STM14_2158,hypothetical protein
,STM14_2159,putative cytoplasmic protein
,STM14_2160,hypothetical protein
,STM14_2161,hydrogenase-1 small subunit
,STM14_2162,hydrogenase 1 large subunit
,STM14_2163,hydrogenase 1 b-type cytochrome subunit
,STM14_2164,hydrogenase 1 maturation protease
,STM14_2165,hydrogenase-1 operon protein HyaE
,STM14_2166,putative hydrogenase-1 protein
,STM14_2167,putative cytochrome oxidase subunit I
,STM14_2168,putative cytochrome oxidase subunit II
,STM14_2169,putative periplasmic protein
,STM14_2170,putative glutamic dehyrogenase-like protein
,STM14_2171,hypothetical protein
treA,STM14_2172,trehalase
ymgE,STM14_2173,putative transglycosylase-associated protein
ycgR,STM14_2174,putative inner membrane protein
emtA,STM14_2175,membrane-bound lytic murein transglycosylase E
ldcA,STM14_2176,"L,D-carboxypeptidase A"
ycgO,STM14_2177,potassium/proton antiporter
dadX,STM14_2178,alanine racemase
dadA,STM14_2179,D-amino acid dehydrogenase small subunit
,STM14_2180,hypothetical protein
ycgB,STM14_2181,hypothetical protein
fadR,STM14_2182,fatty acid metabolism regulator
nhaB,STM14_2183,sodium/proton antiporter
dsbB,STM14_2184,disulfide bond formation protein B
,STM14_2185,putative cytoplasmic protein
,STM14_2186,putative cytoplasmic protein
,STM14_2187,hypothetical protein
,STM14_2188,putative cytoplasmic protein
,STM14_2189,hypothetical protein
ycgN,STM14_2190,hypothetical protein
ycgM,STM14_2191,hypothetical protein
ycgL,STM14_2192,putative cytoplasmic protein
minC,STM14_2193,septum formation inhibitor
minD,STM14_2194,cell division inhibitor MinD
minE,STM14_2195,cell division topological specificity factor MinE
rnd,STM14_2196,ribonuclease D
tnpA_6,STM14_2197,transposase
,STM14_2198,hypothetical protein
fadD,STM14_2199,long-chain-fatty-acid--CoA ligase
,STM14_2200,hypothetical protein
slp,STM14_2201,putative outer membrane protein
yeaZ,STM14_2202,putative molecular chaperone
yoaA,STM14_2203,putative DNA helicase
yoaB,STM14_2204,putative translation initiation inhibitor
yoaH,STM14_2205,hypothetical protein
pabB,STM14_2206,para-aminobenzoate synthase component I
yeaB,STM14_2207,hypothetical protein
sdaA,STM14_2208,L-serine deaminase I/L-threonine deaminase I
,STM14_2209,putative diguanylate cyclase/phosphodiesterase
yoaE,STM14_2210,putative inner membrane protein
,STM14_2211,putative cytoplasmic protein
manX,STM14_2212,mannose-specific enzyme IIAB
manY,STM14_2213,mannose-specific enzyme IIC
manZ,STM14_2214,mannose-specific PTS system protein IID
,STM14_2215,hypothetical protein
yebN,STM14_2216,hypothetical protein
rrmA,STM14_2217,23S rRNA methyltransferase A
,STM14_2218,putative penicillin-binding protein 3
,STM14_2219,hypothetical protein
cspC,STM14_2220,cold shock-like protein CspC
yobF,STM14_2221,putative cytoplasmic protein
,STM14_2222,hypothetical protein
,STM14_2223,hypothetical protein
,STM14_2224,hypothetical protein
,STM14_2225,hypothetical protein
yobG,STM14_2226,hypothetical protein
,STM14_2227,hypothetical protein
kdgR,STM14_2228,putative transcriptional repressor
,STM14_2229,hypothetical protein
,STM14_2230,putative transport protein
htpX,STM14_2231,heat shock protein HtpX
prc,STM14_2232,carboxy-terminal protease
proQ,STM14_2233,putative solute/DNA competence effector
yebR,STM14_2234,putative nucleotide-binding protein
yebS,STM14_2235,putative inner membrane protein
,STM14_2236,putative inner membrane protein
yebU,STM14_2237,rRNA (cytosine-C(5)-)-methyltransferase RsmF
,STM14_2238,hypothetical protein
,STM14_2239,putative cytoplasmic protein
yebW,STM14_2240,putative inner membrane lipoprotein
pphA,STM14_2241,serine/threonine protein phosphatase 1
,STM14_2242,putative inner membrane protein
,STM14_2243,hypothetical protein
sopE2,STM14_2244,type III-secreted effector protein
,STM14_2245,hypothetical protein
,STM14_2246,hypothetical protein
,STM14_2247,putative cytoplasmic protein
,STM14_2248,hypothetical protein
,STM14_2249,putative acetyltransferase
,STM14_2250,conserved hypothetical protein
,STM14_2251,putative cytoplasmic protein
,STM14_2252,putative cytoplasmic protein
,STM14_2255,hypothetical protein
pagO,STM14_2256,integral membrane protein
,STM14_2257,putative inner membrane protein
,STM14_2258,putative inner membrane protein
,STM14_2260,hypothetical protein
,STM14_2261,conserved hypothetical protein
,STM14_2262,
,STM14_2263,hypothetical protein
,STM14_2264,tail fiber assembly protein
pagK,STM14_2265,PagK
mig-3,STM14_2266,phage side tail fiber assembly protein
,STM14_2267,hypothetical protein
,STM14_2268,hypothetical protein
,STM14_2269,lytic enzyme
,STM14_2270,hypothetical protein
,STM14_2271,hypothetical protein
,STM14_2272,phage-tail assembly-like protein
,STM14_2273,hypothetical protein
,STM14_2274,RecE-like protein
,STM14_2276,hypothetical protein
,STM14_2277,putative cytoplasmic protein
,STM14_2278,hypothetical protein
,STM14_2279,putative inner membrane protein
yobA,STM14_2280,hypothetical protein
holE,STM14_2281,DNA polymerase III subunit theta
,STM14_2282,putative amidohydrolase
exoX,STM14_2283,exodeoxyribonuclease X
ptrB,STM14_2284,protease 2
yebE,STM14_2285,putative inner membrane protein
yebF,STM14_2286,hypothetical protein
yebG,STM14_2287,DNA damage-inducible protein YebG
purT,STM14_2288,phosphoribosylglycinamide formyltransferase 2
eda,STM14_2289,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase
edd,STM14_2290,phosphogluconate dehydratase
,STM14_2291,hypothetical protein
zwf,STM14_2292,glucose-6-phosphate 1-dehydrogenase
,STM14_2293,hypothetical protein
,STM14_2294,hypothetical protein
yebK,STM14_2295,DNA-binding transcriptional regulator HexR
pykA,STM14_2296,pyruvate kinase
msbB,STM14_2297,lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase
,STM14_2298,hypothetical protein
yebA,STM14_2299,hypothetical protein
znuA,STM14_2300,high-affinity zinc transporter periplasmic component
znuC,STM14_2301,high-affinity zinc transporter ATPase
znuB,STM14_2302,high-affinity zinc transporter membrane component
ruvB,STM14_2303,Holliday junction DNA helicase B
ruvA,STM14_2304,Holliday junction DNA helicase motor protein
,STM14_2305,hypothetical protein
,STM14_2306,hypothetical protein
,STM14_2307,
yebB,STM14_2308,hypothetical protein
ruvC,STM14_2309,Holliday junction resolvase
yebC,STM14_2310,hypothetical protein
ntpA,STM14_2311,dATP pyrophosphohydrolase
aspS,STM14_2312,aspartyl-tRNA synthetase
,STM14_2313,hypothetical protein
yecD,STM14_2314,hypothetical protein
yecE,STM14_2315,hypothetical protein
yecN,STM14_2316,putative inner membrane protein
yecO,STM14_2317,putative SAM-dependent methyltransferase
yecP,STM14_2318,putative enzyme
cutC,STM14_2319,copper homeostasis protein CutC
yecM,STM14_2320,hypothetical protein
,STM14_2321,hypothetical protein
argS,STM14_2322,arginyl-tRNA synthetase
,STM14_2323,hypothetical protein
,STM14_2324,putative penicillin-binding protein
,STM14_2325,putative cytoplasmic protein
flhE,STM14_2326,flagellar protein
flhA,STM14_2327,flagellar biosynthesis protein FlhA
flhB,STM14_2328,flagellar biosynthesis protein FlhB
,STM14_2329,hypothetical protein
cheZ,STM14_2330,chemotaxis regulator CheZ
cheY,STM14_2331,chemotaxis regulatory protein CheY
cheB,STM14_2332,chemotaxis-specific methylesterase
cheR,STM14_2333,chemotaxis methyltransferase CheR
cheM,STM14_2334,methyl accepting chemotaxis protein II
cheW,STM14_2335,purine-binding chemotaxis protein
cheA,STM14_2336,chemotaxis protein CheA
motB,STM14_2337,flagellar motor protein MotB
motA,STM14_2338,flagellar motor protein MotA
,STM14_2339,hypothetical protein
flhC,STM14_2340,transcriptional activator FlhC
flhD,STM14_2341,transcriptional activator FlhD
,STM14_2342,hypothetical protein
,STM14_2343,hypothetical protein
yecG,STM14_2344,universal stress protein UspC
otsA,STM14_2345,trehalose-6-phosphate synthase
otsB,STM14_2346,trehalose-6-phosphate phosphatase
,STM14_2347,
araH,STM14_2348,putative intracellular protease/amidase
,STM14_2349,hypothetical protein
ftnB,STM14_2350,ferritin-like protein
,STM14_2351,hypothetical protein
,STM14_2352,putative outer membrane lipoprotein
ftn,STM14_2353,ferritin
yecH,STM14_2354,putative cytoplasmic protein
tyrP,STM14_2355,tyrosine-specific transport protein
yecA,STM14_2356,hypothetical protein
,STM14_2357,putative glucose-6-phosphate dehydrogenase
,STM14_2358,putative cell wall-associated hydrolase
,STM14_2359,putative inner membrane protein
pgsA,STM14_2363,phosphatidylglycerophosphate synthetase
uvrC,STM14_2364,excinuclease ABC subunit C
uvrY,STM14_2365,response regulator
,STM14_2366,putative inner membrane protein
yecF,STM14_2367,hypothetical protein
sdiA,STM14_2368,DNA-binding transcriptional activator SdiA
yecC,STM14_2369,putative amino-acid ABC transporter ATP-binding protein YecC
yecS,STM14_2370,putative ABC-type amino acid transporter permease component
yedO,STM14_2371,D-cysteine desulfhydrase
fliY,STM14_2372,cystine transporter subunit
fliZ,STM14_2373,protein FliZ
fliA,STM14_2374,flagellar biosynthesis sigma factor
tnpA_7,STM14_2375,transposase for IS200
,STM14_2376,hypothetical protein
fliB,STM14_2377,lysine-N-methylase
fliC,STM14_2378,flagellin
,STM14_2379,hypothetical protein
fliD,STM14_2380,flagellar capping protein
fliS,STM14_2381,flagellar protein FliS
fliT,STM14_2382,flagellar biosynthesis protein FliT
amyA,STM14_2383,cytoplasmic alpha-amylase
yedD,STM14_2384,hypothetical protein
yedE,STM14_2385,putative inner membrane protein
yedF,STM14_2386,hypothetical protein
,STM14_2387,putative 50S ribosomal protein
fliE,STM14_2388,flagellar hook-basal body protein FliE
,STM14_2389,hypothetical protein
fliF,STM14_2390,flagellar MS-ring protein
fliG,STM14_2391,flagellar motor switch protein G
fliH,STM14_2392,flagellar assembly protein H
fliI,STM14_2393,flagellum-specific ATP synthase
fliJ,STM14_2394,flagellar biosynthesis chaperone
fliK,STM14_2395,flagellar hook-length control protein
fliL,STM14_2396,flagellar basal body-associated protein FliL
fliM,STM14_2397,flagellar motor switch protein FliM
fliN,STM14_2398,flagellar motor switch protein FliN
fliO,STM14_2399,flagellar biosynthesis protein FliO
fliP,STM14_2400,flagellar biosynthesis protein FliP
fliQ,STM14_2401,flagellar biosynthesis protein FliQ
fliR,STM14_2402,flagellar biosynthesis protein FliR
rcsA,STM14_2403,colanic acid capsular biosynthesis activation protein A
dsrB,STM14_2404,hypothetical protein
yodD,STM14_2405,putative cytoplasmic protein
yedP,STM14_2407,mannosyl-3-phosphoglycerate phosphatase
,STM14_2408,putative inner membrane protein
,STM14_2409,putative cytoplasmic protein
yedI,STM14_2410,hypothetical protein
,STM14_2411,hypothetical protein
yedA,STM14_2412,hypothetical protein
vsr,STM14_2413,DNA mismatch endonuclease
dcm,STM14_2414,DNA cytosine methylase
yedJ,STM14_2415,hypothetical protein
,STM14_2416,putative inner membrane protein
,STM14_2417,hypothetical protein
ompS,STM14_2418,putative porin
,STM14_2419,putative cold-shock protein
cspB,STM14_2420,putative cold-shock protein
,STM14_2421,hypothetical protein
umuC,STM14_2422,DNA polymerase V subunit UmuC
umuD,STM14_2423,DNA polymerase V subunit UmuD
,STM14_2424,putative cytoplasmic protein
,STM14_2425,hypothetical protein
,STM14_2427,hypothetical protein
,STM14_2428,hypothetical protein
,STM14_2429,hypothetical protein
,STM14_2430,putative tail fiber assembly protein
,STM14_2431,hypothetical protein
,STM14_2432,hypothetical protein
,STM14_2433,
,STM14_2434,hypothetical protein
,STM14_2435,putative base plate assembly protein
,STM14_2436,tail protein
,STM14_2437,hypothetical protein
,STM14_2438,phage related tail protein
,STM14_2439,hypothetical protein
,STM14_2440,tail tube protein
,STM14_2441,tail sheat protein
,STM14_2442,hypothetical protein
,STM14_2443,hypothetical protein
,STM14_2444,hypothetical protein
,STM14_2445,hypothetical protein
,STM14_2446,hypothetical protein
,STM14_2447,hypothetical protein
,STM14_2448,major capsid protein precursor
,STM14_2449,pro-head protease
,STM14_2450,portal protein
,STM14_2451,hypothetical protein
,STM14_2452,terminase large subunit
,STM14_2453,hypothetical protein
,STM14_2454,hypothetical protein
,STM14_2455,hypothetical protein
,STM14_2456,hypothetical protein
,STM14_2457,hypothetical protein
,STM14_2458,lysis protein
,STM14_2459,lytic enzyme (putative glycohydrolase)
,STM14_2460,lysis protein (holin)
,STM14_2461,hypothetical protein
,STM14_2462,hypothetical protein
,STM14_2463,hypothetical protein
,STM14_2464,hypothetical protein
,STM14_2465,hypothetical protein
,STM14_2466,crossover junction protein
,STM14_2467,putative DNA methyl transferase
,STM14_2468,putative transcriptional activator
,STM14_2469,putative replication protein
,STM14_2470,conserved hypothetical protein
,STM14_2471,hypothetical protein
,STM14_2472,putative phage-encoded DNA-binding protein
,STM14_2473,DNA binding protein
,STM14_2474,regulatory protein
,STM14_2475,hypothetical protein
,STM14_2476,hypothetical protein
,STM14_2477,hypothetical protein
,STM14_2478,hypothetical protein
,STM14_2479,hypothetical protein
,STM14_2480,hypothetical protein
,STM14_2481,hypothetical protein
,STM14_2482,endodeoxyribonuclease
,STM14_2483,hypothetical protein
,STM14_2484,integrase protein
yeeI,STM14_2485,putative inner membrane protein
,STM14_2487,
,STM14_2489,putative endoprotease
,STM14_2490,putative DNA-binding protein
,STM14_2491,TPR repeat-containing protein
,STM14_2492,putative periplasmic protein
,STM14_2493,hypothetical protein
,STM14_2494,hypothetical protein
amn,STM14_2495,AMP nucleosidase
,STM14_2496,putative cytoplasmic protein
,STM14_2497,hypothetical protein
,STM14_2498,hypothetical protein
yeeO,STM14_2500,hypothetical protein
,STM14_2501,hypothetical protein
erfK,STM14_2503,hypothetical protein
cobT,STM14_2504,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
cobS,STM14_2505,cobalamin synthase
cobU,STM14_2506,adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
cbiP,STM14_2507,cobyric acid synthase
cbiO,STM14_2508,cobalt transporter ATP-binding subunit
